hny_id,job_number,hny_project_id,action
50200/948174,220151270,50200,add
70519/296047,321486860,70519,add
70517/999682,420663473,70517,add
70268/989746,321818333,70268,add
70266/994198,121235136,70266,add
70236/299127,321772603,72288,add
69998/205464,320458768,69998,add
69992/979902,321189619,69992,add
67858/965995,320514136,67858,add
69983/308714,321183376,69983,add
69981/982013,321297075,69981,add
69975/996170,321735440,69975,add
67848/983949,220562905,67848,add
67857/952357,420370217,67857,add
69971/980700,321519807,69971,add
67843/977961,321958333,67843,add
69965/972014,321197897,69965,add
69753/302834,321192142,69753,add
69750/289750,321798523,69750,add
69747/937965,321393336,69747,add
67838/060671,220559508,67838,add
67837/983311,321514152,67837,add
67836/984916,320627540,67836,add
67835/966850,320594317,67835,add
67834/210779,320913918,67834,add
67751/966856,321083224,67751,add
67748/396354,321262879,67748,add
67747/986777,321506919,67747,add
67745/972199,321009216,67745,add
67743/340504,321146826,67743,add
69744/993271,220636532,69744,add
69741/989369,220712156,69741,add
69742/988546,220626482,69742,add
69737/993721,321440605,69737,add
69735/210967,320917601,69735,add
69731/996030,220562184,69731,add
69729/981254,321288735,69729,add
69727/975725,320623893,69727,add
67741/952330,320438415,67741,add
67738/986856,320625668,67738,add
67736/968130,320965041,67736,add
67735/966853,321086873,67735,add
67734/956113,320374171,67734,add
67733/966857,121329099,67733,add
63769/976030,321193944,63769,add
69728/295701,321178319,69728,add
69724/995048,321367971,69724,add
69719/991384,321751902,69719,add
69968/290747,321210202,69968,add
69396/993483,321195470,69396,add
68080/992352,210178092,68080,add
69393/349495,321206618,69393,add
68210/989008,210179518,68210,add
69390/703836,421304680,69690,add
69419/193529,321021504,69419,add
61799/975338,220152750,61799,add
67303/209116,321192204,67303,add
63367/982777,123193212,63367,add
63880/984611,220616288,63880,add
67304/550159,420972754,67304,add
67305/966625,321042233,67305,add
63036/983224,321193025,63036,add
67309/703839,420962925,67309,add
67318/977988,320593336,67318,add
67342/970721,321171334,67342,add
66268/976874,321128999,66268,add
67007/974368,321020514,67007,add
67012/966038,301738136,67012,add
67353/966936,121776391,67353,add
54360/979263,321195504,54360,add
69384/374023,321575050,69384,add
69383/243352,321061122,69383,add
63968/989032,121189579,63968,add
69365/290740,321640989,69365,add
69089/039938,122378701,69089,add
69088/342114,320914677,69088,add
69086/875065,121153651,69086,add
62962/975399,220152616,62962,add
65573/978595,321087131,65573,add
59417/969001,321276454,59417,add
63775/957258,420662410,63775,add
61740/996806,220152518,61740,add
64510/976568,321197389,64510,add
65246/969912,320909479,65246,add
66056/039674,120945898,66056,add
54954/967023,121191557,54954,add
63760/977463,121187795,63760,add
44431/965100,220152572,44431,add
44332/100527,321192348,44332,add
69087/980783,321293667,69087,add
64829/989273,210178494,64829,add
69074/159823,321189147,69074,add
69073/972679,421302664,69073,add
69072/985437,321388182,69072,add
69069/956540,320391535,69069,add
69066/992017,421178610,69066,add
69064/986936,302312539,69064,add
67522/934463,210178485,67522,add
69058/309188,321633103,69058,add
60779/974205,321195096,60779,add
63368/094395,220151831,63368,add
61021/018219,122895965,61021,add
65105/956633,420933930,65105,add
65098/970398,420604983,65098,add
53017/972074,321187461,53017,add
53017/972081,321187540,53017,add
53017/972169,321187988,53017,add
53017/972170,321185622,53017,add
53017/972172,321183063,53017,add
53017/972177,321183107,53017,add
53017/972179,321183125,53017,add
53017/972180,321183134,53017,add
53017/972184,321187407,53017,add
53017/972197,321187951,53017,add
53017/972198,321187817,53017,add
53017/972207,321187899,53017,add
53017/972209,321187906,53017,add
53017/972210,321187960,53017,add
53017/972351,321183009,53017,add
53017/972352,321197977,53017,add
52115/953916,320613494,52115,add
65088/958013,320449341,65088,add
65118/957979,121333333,65118,add
61376/012090,121192342,61376,add
65089/967660,220323102,65089,add
65081/948645,220289346,65081,add
69047/697198,421409194,69047,add
65093/952387,220331200,65093,add
58504/094281,220151582,58504,add
50875/950146,121235822,50875,add
54292/967326,320597430,54292,add
68602/220772,321780792,68602,add
65212/985707,321195586,65212,add
65096/949313,402375069,65096,add
65092/965502,121543133,65092,add
53580/976828,220151760,53580,add
52415/965693,220211232,52415,add
52597/955365,220451945,52597,add
52127/953909,420651379,52127,add
46143/976480,220282628,46143,add
57503/966338,320622616,57503,add
52223/954207,220151323,52223,add
54982/966340,121192574,54982,add
52053/927213,121185626,52053,add
68014/974321,320595600,68014,add
68018/976524,321107645,68018,add
68019/331263,321281910,68019,add
68020/977060,321107654,68020,add
68032/969856,321106655,68032,add
68087/371705,320860975,68087,add
66931/986562,321658924,66931,add
67287/999557,420664739,67287,add
69387/331378,321272127,69387,add
49713/950357,210180070,49713,add
62299/485350,420664310,62299,add
69046/986581,321388949,69046,add
68049/966560,320595316,68049,add
68051/987147,421025303,68051,add
68062/980881,321018965,68062,add
68605/303718,321585085,68605,add
68607/387822,321064389,68607,add
68634/979514,220405112,68634,add
68649/979390,220536846,68649,add
69083/989790,122141351,69083,add
69067/992046,421178941,69067,add
69045/327086,321321583,69045,add
67154/989040,210179000,67154,add
52788/955833,320627292,52788,add
49774/948170,121328116,49774,add
67981/100375,121205926,67981,add
68458/994674,321594226,68458,add
66904/999393,321384337,66904,add
70532/991583,421251594,70532,add
70738/100219,321827163,70738,add
70891/100019,Q00540608,70891,add
72466/026903,123777305,72466,add
72625/224414,321363877,72625,add
64828/989272,321595083,64828,add
71751/100012,Q00627197,71751,add
72143/100209,B00600959,72143,add
67200/100497,321590060,67200,add
71573/100493,321600380,71573,add
71573/100493,321583238,71573,add
72180/100240,M00599489,72180,add
72182/100239,M00599495,72182,add
69760/994662,210181060,69760,add
70072/995279,421133026,70072,add
70072/995280,421133035,70072,add
63776/991993,321597606,63776,add
71819/1000421,B00621076,71819,add
71247/998761,M00537657,71247,add
71822/100417,M00574359,71822,add
71927/100423,Q00649207,71927,add
72615/100289,321362976,72615,add
72614/115054,220672715,72614,add
72151/996166,321592344,72151,add
72509/230942,321964317,72509,add
72612/049478,220682875,72612,add
72498/100364,220714494,72498,add
72487/638713,420663213,72487,add
71245/100330,B00561184,71245,add
72501/389694,321598142,72501,add
72610/301639,321589884,72610,add
72470/973338,320909674,72470,add
61765/975339,220152607,61765,add
66619/981538,421532755,66619,add
72508/049154,210179331,72508,add
72496/343532,321969991,72496,add
72457/991672,421724487,72457,add
72468/295509,321592610,72468,add
72489/100331,220720655,72489,add
65554/100315,321599212,65554,add
69567/100317,210181337,69567,add
72505/991354,421527645,72505,add
72464/351153,321833575,72464,add
72188/140529,321385639,72188,add
72461/325689,321835430,72461,add
72189/357764,321666229,72189,add
70138/995712,321592718,70138,add
67201/529131,420665587,67201,add
67201/989029,420665621,67201,add
72194/100251,321904631,72194,add
72199/976859,320373822,72199,add
72200/424673,421958698,72200,add
72201/010014,121187704,72201,add
68962/100173,420667335,68962,add
72299/324006,320911554,72299,add
72205/376881,321597928,72205,add
70082/100022,420667488,70082,add
71891/999509,210179082,71891,add
71892/998343,220643196,71892,add
64689/994121,121205935,64689,add
71890/346162,321924557,71890,add
66601/100136,121209502,66601,add
70044/995363,321592308,70044,add
71276/999513,510115670,71276,add
71888/066162,210178993,71888,add
71864/122109,220728096,71864,add
70126/995899,321592576,70126,add
71860/100096,210179144,71860,add
72225/100485,210179493,72225,add
72227/441530,421667011,72227,add
72228/424470,421922478,72228,add
71858/268906,320623624,71858,add
71855/982177,321147674,71855,add
72300/234710,321555367,72300,add
72232/988780,321193855,72232,add
72622/100440,321594422,72622,add
72472/062474,220723750,72472,add
71872/982514,321082788,71872,add
72235/669812,420337709,72235,add
72237/102882,220688539,72237,add
72239/325379,321593469,72239,add
72240/097374,220715313,72240,add
72241/988010,321191642,72241,add
72623/104791,220722822,72623,add
70801/100049,121209281,70801,add
72243/121275,220635436,72243,add
69521/996695,321592157,69521,add
68238/991166,121204874,68238,add
72246/027608,121208905,72246,add
69133/002273,121205640,69133,add
72249/205591,321550674,72249,add
71849/000482,121526474,71849,add
71877/291213,321729661,71877,add
72251/991339,220673670,72251,add
71848/950377,302056343,71848,add
72252/991563,320910118,72252,add
71847/991717,220614896,71847,add
71846/100028,321955041,71846,add
72253/347279,322012674,72253,add
72254/416480,421732959,72254,add
72255/673694,421897380,72255,add
71843/991424,220632091,71843,add
71843/100147,220632108,71843,add
71842/982303,321478664,71842,add
71871/418038,421027392,71871,add
71841/315857,321387575,71841,add
72256/988974,421570598,72256,add
71675/995131,321836046,71675,add
71679/079326,210178252,71679,add
71681/998937,322064939,71681,add
71684/999369,322039824,71684,add
71687/977424,321594967,71687,add
71688/998767,310105052,71688,add
71691/337148,321649695,71691,add
71692/329147,321499464,71692,add
71500/067386,220579666,71500,add
65261/989929,210178902,65261,add
71486/683892,421205537,71486,add
72257/988938,220617198,72257,add
72257/988939,220617205,72257,add
71458/053686,240276107,71458,add
72259/100319,421797327,72259,add
72259/100319,421797372,72259,add
72259/100319,421797318,72259,add
72263/019881,121204605,72263,add
71465/692352,421950124,71465,add
71465/998986,421890902,71465,add
71465/998990,421950035,71465,add
71465/998992,421950311,71465,add
71465/998993,421950302,71465,add
72477/100411,321194783,72477,add
70089/994429,321590328,70089,add
71466/100192,421366827,71466,add
72267/627634,421934483,72267,add
71476/958554,220551016,71476,add
71477/999827,321593432,71477,add
72268/053113,220656261,72268,add
71480/999830,321386567,71480,add
71482/993206,321849489,71482,add
44223/927737,321590765,44223,add
65315/926974,321386442,65315,add
65315/927551,321386433,65315,add
65315/927552,321386497,65315,add
65315/927563,321386647,65315,add
65315/978709,321387405,65315,add
65315/978711,321386479,65315,add
69428/993786,420666862,69428,add
69862/999031,210181373,69862,add
70724/998854,321592709,70724,add
70729/998885,210182443,70729,add
71109/995859,220672859,71109,add
71112/996950,220676007,71112,add
71116/995199,220579648,71116,add
71128/997424,320597449,71128,add
71129/996047,321764131,71129,add
71131/123619,220550696,71131,add
71132/081853,220689921,71132,add
71133/100195,321830088,71133,add
71135/995341,220579657,71135,add
71136/996398,321539778,71136,add
71138/996696,220606137,71138,add
71139/996951,321190439,71139,add
71141/970692,321052828,71141,add
71147/997651,321193169,71147,add
71150/064772,210178671,71150,add
71152/995093,321242204,71152,add
71155/997279,321821524,71155,add
71157/972093,421224865,71157,add
71158/297498,321169579,71158,add
71165/995336,321372082,71165,add
71171/994447,220606146,71171,add
64217/059324,220665340,64217,add
64217/094463,220676757,64217,add
69931/995172,321387913,69931,add
70668/997379,421133865,70668,add
71127/991377,321782932,71127,add
70470/999024,220704753,70470,add
70658/997507,M00499952,70658,add
71122/999048,321386950,71122,add
71123/981841,321262897,71123,add
62193/975454,321184446,62193,add
70293/996451,210182096,70293,add
70384/996450,421861845,70384,add
70444/996660,220538611,70444,add
70800/998864,220706369,70800,add
71117/982249,421186362,71117,add
72270/100318,420665541,72270,add
68572/992115,321597009,68572,add
70633/997194,240293339,70633,add
70796/998851,240285865,70796,add
72272/100240,320910323,72272,add
71111/991477,220635034,71111,add
71113/992041,220562219,71113,add
72273/991691,420665177,72273,add
72481/999692,220672733,72481,add
72275/997138,321910394,72275,add
72276/291195,321191679,72276,add
71104/298297,320912394,71104,add
69116/995212,321387478,69116,add
67125/987934,321385023,67125,add
70871/998360,220723732,70871,add
70869/982272,321416080,70869,add
70869/998359,321416071,70869,add
72277/100318,320911572,72277,add
68142/991164,321195318,68142,add
70868/056536,220688511,70868,add
70864/062839,220152251,70864,add
70865/692150,421923244,70865,add
70860/387292,321195274,70860,add
67268/986508,321383169,67268,add
70857/988545,220629951,70857,add
70854/100376,321094640,70854,add
70858/697573,420658559,70858,add
70853/992725,321849470,70853,add
70836/055095,220689529,70836,add
66751/996389,210179992,66751,add
70534/996890,220485838,70534,add
69230/994593,121207292,69230,add
70533/988169,421569467,70533,add
66879/989183,210178261,66879,add
68125/996758,210180187,68125,add
68125/996771,210178886,68125,add
68132/996730,210179732,68132,add
68160/996485,210179803,68160,add
68741/996280,210179974,68741,add
68741/996281,210179965,68741,add
70526/996888,321386585,70526,add
70526/100189,321594379,70526,add
68409/996618,321596796,68409,add
70520/984293,220290824,70520,add
70566/406879,421578251,70566,add
70569/396858,321189548,70569,add
70516/991945,321499936,70516,add
72280/204960,321533373,72280,add
70515/417083,420967421,70515,add
70511/990386,420653000,70511,add
70509/996885,320912884,70509,add
70540/311547,321589713,70540,add
68859/991649,121206140,68859,add
72281/100274,320910797,72281,add
70567/666040,420659530,70567,add
58479/989179,210178582,58479,add
58479/989181,210178573,58479,add
58479/989182,210178564,58479,add
58479/996069,210178626,58479,add
58479/996070,210178555,58479,add
58479/996071,210178546,58479,add
66807/991742,321595350,66807,add
66807/996128,321595341,66807,add
70269/297501,321129792,70269,add
70271/683888,420839150,70271,add
72282/100245,321692673,72282,add
70250/471425,421032698,70250,add
70244/302249,321250604,70244,add
68111/991146,220673162,68111,add
70238/948192,320627327,70238,add
72485/348901,321593511,72485,add
72285/230311,321968126,72285,add
63933/992262,321387619,63933,add
72288/345797,320400133,72288,add
72289/989479,321185409,72289,add
72290/993819,321369773,72290,add
72291/988034,220630066,72291,add
70017/991282,321383560,70017,add
69994/205594,321617087,69994,add
69993/117777,220515379,69993,add
69990/989546,220669024,69990,add
69985/351658,321139889,69985,add
69980/351587,321384168,69980,add
69978/019044,122750157,69978,add
69977/988317,320912642,69977,add
69973/989622,220540056,69973,add
69972/989495,220599564,69972,add
69969/972826,320625604,69969,add
69970/991239,220594257,69970,add
69967/991986,321191553,69967,add
68921/992012,420666032,68921,add
69754/989484,321699989,69754,add
69720/979808,220390654,69720,add
69717/067293,220634455,69717,add
66720/985837,420663437,66720,add
58780/990171,321384177,58780,add
64232/982787,421562286,64232,add
67367/992168,420666005,67367,add
68157/988654,321387147,68157,add
48996/972406,121204963,48996,add
65306/100327,321594217,65306,add
65306/100522,B00560232,65306,add
69184/992863,321595092,69184,add
65582/993492,210178751,65582,add
69389/991288,321847748,69389,add
68079/991704,123399107,68079,add
69385/340553,321257171,69385,add
69382/382976,320283386,69382,add
69076/321213,320595799,69076,add
69070/979980,321367196,69070,add
69062/381818,321450988,69062,add
67523/989049,210178911,67523,add
63777/990467,420663838,63777,add
61678/981992,210177841,61678,add
54577/971035,321385880,54577,add
68603/972819,320988464,68603,add
68594/033025,123492292,68594,add
66653/985501,121187982,66653,add
66342/987866,321383579,66342,add
66571/981262,421625245,66571,add
68058/980601,321499455,68058,add
61608/985808,321725282,61608,add
63931/978673,421576299,63931,add
66752/982562,321042527,66752,add
67872/853744,220555851,67872,add
67842/062210,220151573,67842,add
67742/982041,321239628,67742,add
51867/927152,121187660,51867,add
61612/975696,321189735,61612,add
63172/974500,321191214,63172,add
64793/977056,421556710,64793,add
58555/820177,321190108,58555,add
58555/927153,320909852,58555,add
58555/927610,320909861,58555,add
63899/992275,320984208,63899,add
65649/982106,321193427,65649,add
67296/051658,220349193,67296,add
61575/972764,321195979,61575,add
65825/979013,321603608,65825,add
61571/972757,121189711,61571,add
59429/980847,121190111,59429,add
62211/974228,220546620,62211,add
70805/100285,321359766,70805,add
46061/951444,120053707,46061,add
46063/933500,104856942,46063,add
45078/933500,104856942,45078,add
28440/875060,104408071,28440,add
30448/880484,104132760,30448,add
23615/853943,104115510,23615,add
73730/042644,140990890,73730,add
69730/248187,321183349,69730,add
10294/319178,301545291,10294,add
73745/976489,320914338,73745,add
33680/906562,104908165,33680,add
7989/873649,103991110,7989,add
10316/831087,110214517,10316,add
10328/866061,103340644,10328,add
23909/854567,104153719,23909,add
73203/100602,321123495,73203,add
49272/944498,121325501,49272,add
29480/914056,104767682,29480,add
29660/895812,104402709,29660,add
55498/870433,103632810,55498,add
30473/876325,104318908,30473,add
34098/967726,104619646,34098,add
7888/856201,103847599,7888,add
33792/887965,104626031,33792,add
19688/829524,120325594,19688,add
44894/944260,104626031,44894,add
10357/037916,103542007,10357,add
13086/010888,103203329,13086,add
49270/947270,121330130,49270,add
25114/862355,104333892,25114,add
27126/870996,104265769,27126,add
27756/883782,104331153,27756,add
55421/866061,103340644,55421,add
13124/028371,102977496,13124,add
32109/928419,104935171,32109,add
12922/010567,103293348,12922,add
23232/834569,102918023,23232,add
72815/1006800,320914310,72815,add
58852/968043,321191410,58852,add
53192/972982,320627121,53192,add
64297/978835,321504555,64297,add
72944/340962,321588705,72944,add
72458/982158,321973316,72458,add
70725/100442,321600736,70725,add
71465/998988,421950142,71465,add
73197/667065,401536325,73197,add
73201/100859,421642280,73201,add
69348/655439,420648295,69348,add
72500/987953,421455623,72500,add
73695/423434,421264429,73695,add
71703/100458,240278828,71703,add
52610/950310,220343420,52610,add
68766/1004347,210181364,68766,add
73729/120148,210179260,73729,add
39631/239944,301519364,39631,add
19618/213617,301535435,19618,add
68808/032654,121204268,68808,add
68747/991167,121205524,68747,add
55398/854774,301358386,55398,add
44226/927950,320175831,44226,add
23256/821026,301517909,23256,add
33808/887979,302198798,33808,add
44468/930606,310168396,44468,add
23245/837064,301254602,23245,add
12978/822102,401243846,12978,add
29670/878727,420653457,29670,add
55470/933109,402610206,55470,add
55489/933109,402610206,55489,add
23330/853002,301379167,23330,add
49338/944796,220610462,49338,add
13132/064046,200812077,13132,add
13132/064047,200812077,13132,add
29854/902835,201115033,29854,add
13132/064149,200812077,13132,add
38829/898853,210048740,38829,add
23810/864860,220155686,23810,add
26622/874503,200920682,26622,add
13083/103559,200613531,13083,add
13091/089085,200767777,13091,add
7729/820286,200920682,7729,add
50156/944796,220210368,50156,add
13083/103560,200613531,13083,add
13132/095604,200812077,13132,add
55415/880929,200899368,55415,add
23193/842232,200784945,23193,add
23239/847877,200809571,23239,add
7757/844408,200877033,7757,add
25725/880929,200899368,25725,add
13132/095608,200812077,13132,add
7737/844448,200920879,7737,add
26620/871732,200845586,26620,add
13132/064049,200812077,13132,add
7729/887949,200920682,7729,add
23248/871553,200845595,23248,add
13132/095607,200812077,13132,add
32508/886269,201131818,32508,add
36612/934917,210050362,36612,add
32508/911974,201131809,32508,add
19707/045491,X00675174,19707,add
13132/064153,200812077,13132,add
30448/908407,103479022,30448,add
48910/946091,220042246,48910,add
10337/804713,104153719,10337,add
31848/884830,103199245,31848,add
55478/873649,103991110,55478,add
23595/932127,201066489,23595,add
13091/865028,200767777,13091,add
13132/095605,200812077,13132,add
33568/887693,104766479,33568,add
13091/089089,201066657,13091,add
38868/934917,210050362,38868,add
23185/858514,200816037,23185,add
25537/864985,104256804,25537,add
30801/882537,104844581,30801,add
68426/989997,210180196,68246,add
12963/863703,102439489,12963,add
25114/883980,104166901,25114,add
45781/935972,121181746,45781,add
29199/907657,104571839,29199,add
10296/037820,103251776,10296,add
28783/902699,104582079,28783,add
25114/862361,104166901,25114,add
12943/010609,103293357,12943,add
12942/847400,103293357,12942,add
12924/867735,103293348,12924,add
27804/890509,104450942,27804,add
23184/846787,102953911,23184,add
24933/945355,122440796,24933,add
13086/867921,103203329,13086,add
23243/003310,103193456,23243,add
43129/940244,110198955,43129,add
23182/825972,121237081,23182,add
15544/822641,120675206,15544,add
23218/932427,104229210,23218,add
55593/004501,110099722,55593,add
10326/003965,110416210,10326,add
23280/853388,104372741,23280,add
70488/996855,110049313,70488,add
70260/305043,321627842,70260,add
73281/100494,420655794,73281,add
73240/399231,421133320,73240,add
73205/100574,321813640,73205,add
44225/927748,220124381,44225,add
59740/969539,220463558,59740,add
73741/100805,B00726583,73741,add
69369/210837,320971114,69369,add
64415/991864,321597287,64415,add
63732/975616,320717140,63732,add
70263/530526,421263288,70263,add
73247/129636,340752769,73247,add
52723/955765,320626934,52723,add
69221/992730,321597795,69221,add
71106/982686,421067277,71106,add
52723/955764,320626943,52723,add
73736/100879,240284553,73736,add
45303/949086,320592738,45303,add
71844/990046,220603746,71844,add
71881/259012,340757862,71881,add
69956/994426,321500247,69956,add
64415/991872,321597349,64415,add
53017/972194,321187933,53017,add
71084/309172,321386889,71084,add
68781/992093,420664249,68781,add
69075/983861,321430475,69075,add
67325/327731,302321912,67325,add
53017/972119,321196059,53017,add
44319/955279,320262746,44319,add
58623/976713,220465841,58623,add
53017/972178,321183116,53017,add
65071/122172,220357423,65071,add
68297/991160,220696860,68297,add
58480/973555,220151895,58480,add
53017/972211,321187979,53017,add
66909/997246,210179830,66909,add
69743/326460,321613483,69743,add
53017/972191,321187880,53017,add
64415/991873,321597358,64415,add
71077/998702,320909987,71077,add
53017/972190,321187808,53017,add
71078/998706,220696717,71078,add
71121/329180,321725022,71121,add
68378/397419,321484390,68378,add
68345/956632,310118244,68345,add
73226/100556,321721320,73226,add
73242/979527,220515592,73242,add
71473/242265,321588965,71473,add
70507/991687,421698675,70507,add
